Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
AGAP005544	0	16878346	16880345
AGAP005545	0	16882709	16886744
AGAP005546	0	16925109	16947167
AGAP005547	0	16952069	16952914
AGAP005548	0	16955265	16956127
AGAP005549	0	16957543	16966306
AGAP005550	0	16968562	16971024
AGAP005551	0	16972792	16975845
AGAP005552	0	16977124	16983609
AGAP005553	0	16983297	16994592
AGAP005555	0	17000992	17003289
AGAP005556	0	17005434	17017978
AGAP005557	0	17025733	17030052
AGAP005558	0	17030571	17032220
AGAP005559	0	17032428	17034254
AGAP005560	0	17034494	17036297
AGAP005561	0	17045942	17047716
AGAP005562	0	17047662	17082946
AGAP005563	0	17069971	17082025
AGAP005807	0	21508765	21610766
AGAP005565	0	17302743	17304872
AGAP005566	0	17306920	17308326
AGAP005567	0	17309027	17316195
AGAP005568	0	17317911	17319877
AGAP005569	0	17320615	17321803
AGAP005570	0	17326581	17327606
AGAP005571	0	17328861	17330699
AGAP005572	0	17331178	17333092
AGAP005573	0	17334218	17336622
AGAP005574	0	17337185	17339341
AGAP005575	0	17339766	17343861
AGAP005576	0	17345840	17348553
AGAP005577	0	17349144	17361462
AGAP005578	0	17351063	17353474
AGAP005580	0	17368092	17368686
AGAP005581	0	17369416	17371537
AGAP005582	0	17371656	17373292
AGAP005583	0	17408031	17411022
AGAP005584	0	17420791	17423473
AGAP005585	0	17424809	17441217
AGAP005586	0	17443366	17446411
AGAP005587	0	17456730	17457620
AGAP005588	0	17464048	17474311
AGAP005589	0	17484834	17486338
AGAP005591	0	17502197	17503018
AGAP005592	0	17504143	17505076
AGAP005593	0	17505484	17506353
AGAP005594	0	17564327	17565211
AGAP005595	0	17595470	17606416
AGAP005596	0	17699011	17699811
AGAP005597	0	17701863	17702692
AGAP005598	0	17703580	17704386
AGAP005599	0	17710977	17739675
AGAP005600	0	17749470	17750903
AGAP005601	0	17792416	17797332
AGAP005602	0	17801168	17802186
AGAP005603	0	17802271	17803028
AGAP005604	0	17803558	17804284
AGAP005605	0	17804323	17805414
AGAP005606	0	17805981	17826082
AGAP005607	0	17827545	17828596
AGAP005608	0	17831098	17833666
AGAP005609	0	17833846	17837159
AGAP005610	0	17839133	17841156
AGAP005611	0	17843368	17844428
AGAP005612	0	17845652	17848220
AGAP005613	0	17851787	17853008
AGAP005614	0	17864667	17867404
AGAP005615	0	17874129	17875269
AGAP005616	0	17875650	17877259
AGAP005617	0	17908755	17917502
AGAP005618	0	17920080	17921140
AGAP005619	0	17923835	17928180
AGAP005620	0	17932982	17933710
AGAP005621	0	17933699	17934601
AGAP005622	0	17935918	17938174
AGAP005623	0	17945783	17947123
AGAP005624	0	17947266	17949376
AGAP005625	0	17948974	17955192
AGAP005626	0	17959373	17969463
AGAP005627	0	17980924	18000152
AGAP005628	0	18001839	18002873
AGAP005629	0	18004772	18006954
AGAP005630	0	18009937	18015089
AGAP005631	0	18015541	18017179
AGAP005632	0	18017837	18019248
AGAP005633	0	18037371	18044208
AGAP005634	0	18053667	18058049
AGAP005635	0	18060479	18067863
AGAP005636	0	18074160	18079141
AGAP005637	0	18079689	18084593
AGAP005638	0	18086336	18091358
AGAP005639	0	18093303	18104524
AGAP005640	0	18121372	18124666
AGAP005641	0	18132154	18165156
AGAP005642	0	18141436	18142458
AGAP005643	0	18166375	18168796
AGAP005644	0	18171713	18174890
AGAP005645	0	18215535	18216490
AGAP005646	0	18220868	18229541
AGAP005647	0	18223267	18228014
AGAP005648	0	18230861	18233023
AGAP005649	0	18267307	18270472
AGAP005650	0	18271871	18273064
AGAP005651	0	18273270	18274769
AGAP005652	0	18293874	18301098
AGAP005653	0	18304594	18306299
AGAP005654	0	18310062	18311366
AGAP005655	0	18335094	18338289
AGAP005656	0	18341076	18345362
AGAP005657	0	18346305	18347977
AGAP005658	0	18349059	18350707
AGAP005659	0	18351791	18353234
AGAP005660	0	18353711	18355427
AGAP005661	0	18364960	18482962
AGAP005662	0	18491771	18494246
AGAP005663	0	18498870	18499823
AGAP005664	0	18500754	18510132
AGAP005665	0	18503475	18504377
AGAP005666	0	18505071	18507362
AGAP005667	0	18508140	18509384
AGAP005668	0	18511136	18512353
AGAP005669	0	18513455	18514360
AGAP005670	0	18516374	18517276
AGAP005671	0	18530513	18531415
AGAP005672	0	18535500	18542604
AGAP005673	0	18543954	18544676
AGAP005674	0	18555848	18613450
AGAP005675	0	18648883	18670795
AGAP005677	0	18651360	18653050
AGAP005678	0	18657551	18659242
AGAP005679	0	18662281	18663999
AGAP005680	0	18675462	18680046
AGAP005681	0	18693376	18697785
AGAP005682	0	18725671	18740086
AGAP005683	0	18740491	18742387
AGAP005684	0	18744613	18746180
AGAP005685	0	18746156	18746953
AGAP005686	0	18750630	18751523
AGAP005687	0	18752858	18753751
AGAP005688	0	18754229	18755134
AGAP005689	0	18756789	18757691
AGAP005690	0	18760040	18761031
AGAP005691	0	18763872	18764777
AGAP005693	0	18785249	18788122
AGAP005695	0	19097966	19098322
AGAP005696	0	19099811	19100268
AGAP005697	0	19100804	19101270
AGAP005698	0	19101852	19102333
AGAP005699	0	19145043	19146916
AGAP005700	0	19151273	19157811
AGAP005701	0	19158540	19163521
AGAP005702	0	19199629	19200549
AGAP005703	0	19200728	19201656
AGAP005704	0	19203806	19204943
AGAP005705	0	19205025	19206090
AGAP005706	0	19206409	19207435
AGAP005707	0	19207943	19208994
AGAP005708	0	19209379	19210349
AGAP005709	0	19210685	19211637
AGAP005710	0	19213769	19255034
AGAP005711	0	19260916	19275432
AGAP005712	0	19277265	19282704
AGAP005713	0	19371653	19395369
AGAP005714	0	19419184	19473933
AGAP005715	0	19503076	19537280
AGAP005716	0	19542880	19567580
AGAP005717	0	19562478	19565503
AGAP005718	0	19575583	19579944
AGAP005719	0	19582843	19592997
AGAP005720	0	19595051	19595932
AGAP005721	0	19597894	19612250
AGAP005722	0	19624314	19626122
AGAP005723	0	19626929	19628095
AGAP005724	0	19628473	19649154
AGAP007040	0	41340737	41341351
AGAP006497	0	33052163	33062575
AGAP005727	0	19753791	19765598
AGAP005728	0	19769635	19782922
AGAP005729	0	19791508	19873275
AGAP005731	0	19922903	19927047
AGAP005732	0	19927678	19929776
AGAP005733	0	19929849	19931010
AGAP005734	0	19933596	19952434
AGAP005735	0	19966426	19968896
AGAP005736	0	19970366	19971945
AGAP005737	0	19980174	20024720
AGAP005738	0	20030184	20032054
AGAP005739	0	20046252	20060651
AGAP005740	0	20054341	20057217
AGAP005741	0	20061869	20063869
AGAP005742	0	20067322	20073591
AGAP005743	0	20161872	20164292
AGAP005744	0	20167021	20168922
AGAP005745	0	20169939	20172174
AGAP005746	0	20175872	20178581
AGAP005747	0	20185911	20189559
AGAP005748	0	20191213	20196458
AGAP005749	0	20197176	20199146
AGAP005750	0	20200865	20202761
AGAP005751	0	20203142	20205319
AGAP005752	0	20205574	20207412
AGAP005753	0	20208508	20210526
AGAP005754	0	20211271	20213038
AGAP005755	0	20216304	20275123
AGAP005756	0	20287341	20289292
AGAP005757	0	20290151	20293785
AGAP005758	0	20296079	20300041
AGAP005759	0	20299074	20300598
AGAP005760	0	20326884	20328593
AGAP005761	0	20336663	20340021
AGAP005762	0	20339460	20349601
AGAP005763	0	20350127	20355566
AGAP005764	0	20356196	20356306
AGAP005765	0	20357931	20373012
AGAP006077	0	26129377	26130091
AGAP005767	0	20381434	20383915
AGAP005769	0	20390822	20391728
AGAP005770	0	20396064	20405726
AGAP005771	0	20415196	20425711
AGAP005772	0	20427981	20429898
AGAP005773	0	20436943	20492981
AGAP005774	0	20455252	20464457
AGAP005775	0	20498196	20501158
AGAP005776	0	20501636	20502850
AGAP005777	0	20505393	20521711
AGAP005778	0	20521765	20523605
AGAP005779	0	20528560	20529407
AGAP005780	0	20538082	20543536
AGAP005781	0	20546129	20549634
AGAP005782	0	20549091	20550658
AGAP005783	0	20572014	20578767
AGAP005784	0	20583067	20601574
AGAP005785	0	20611217	20621388
AGAP005786	0	20628723	20629837
AGAP005787	0	20649734	20650289
AGAP005788	0	20669715	20671003
AGAP005789	0	20673196	20677679
AGAP005790	0	20714240	20714995
AGAP005791	0	20718826	20719609
AGAP005792	0	20721165	20721920
AGAP005793	0	20768071	20769993
AGAP005794	0	20816197	20838668
AGAP005795	0	20893392	20935097
AGAP005796	0	20952662	20976176
AGAP005797	0	21037465	21038815
AGAP005411	0	15214798	15270783
AGAP005800	0	21192433	21194835
AGAP005801	0	21195428	21197032
AGAP005802	0	21199038	21200529
AGAP005804	0	21233301	21234686
AGAP005805	0	21358697	21360461
AGAP005808	0	21536783	21545393
AGAP004921	0	6048236	6049215
AGAP004920	0	6046958	6047946
AGAP005809	0	21620403	21623334
AGAP005810	0	21624117	21626855
AGAP005811	0	21627556	21630573
AGAP005812	0	21631168	21632196
AGAP005813	0	21632619	21633346
AGAP005814	0	21634351	21636655
AGAP005815	0	21638346	21640590
AGAP005816	0	21761237	21821057
AGAP005817	0	21826613	21829719
AGAP005818	0	21831271	21832371
AGAP005819	0	21832968	21835239
AGAP005820	0	21835318	21836802
AGAP005822	0	21865434	21867120
AGAP005823	0	22049966	22051521
AGAP005824	0	22051819	22052908
AGAP005825	0	22052936	22054542
AGAP005826	0	22057270	22066474
AGAP005828	0	22068864	22086035
AGAP005829	0	22088475	22089755
AGAP005830	0	22091909	22094208
AGAP005831	0	22279213	22283130
AGAP005832	0	22284707	22295257
AGAP005833	0	22295976	22297899
AGAP005834	0	22298997	22304146
AGAP005835	0	22310958	22312826
AGAP005836	0	22313684	22315544
AGAP005837	0	22316476	22318579
AGAP005838	0	22321985	22327760
AGAP005839	0	22337247	22358013
AGAP005840	0	22376630	22417899
AGAP005841	0	22418105	22419345
AGAP005842	0	22420222	22420962
AGAP005843	0	22422914	22423937
AGAP005844	0	22424221	22425368
AGAP005845	0	22427237	22434841
AGAP005846	0	22436100	22438204
AGAP005847	0	22441282	22442694
AGAP005848	0	22488407	22489811
AGAP005849	0	22501623	22534076
AGAP005850	0	22596794	22598098
AGAP005851	0	22608607	22610192
AGAP005852	0	22610196	22610683
AGAP005853	0	22610800	22613327
AGAP005854	0	22614786	22615653
AGAP005855	0	22622057	22624685
AGAP005856	0	22624877	22628768
AGAP005857	0	22632771	22634748
AGAP005858	0	22634962	22635971
AGAP005859	0	22636990	22637797
AGAP005860	0	22638513	22640734
AGAP005861	0	22641732	22643038
AGAP005862	0	22643135	22644145
AGAP005863	0	22645345	22648522
AGAP005864	0	22649439	22654222
AGAP005865	0	22654574	22656498
AGAP005866	0	22659643	22674320
AGAP005869	0	22677296	22684106
AGAP005870	0	22686596	22707992
AGAP005871	0	22708657	22712387
AGAP005872	0	22713695	22715763
AGAP005873	0	22716169	22716812
AGAP005874	0	22716848	22718746
AGAP005880	0	23112887	23121632
AGAP005881	0	23123719	23131205
AGAP005882	0	23132983	23134544
AGAP005883	0	23136307	23138051
AGAP005884	0	23144468	23152286
AGAP005885	0	23153912	23155200
AGAP005886	0	23164762	23171338
AGAP005887	0	23173125	23175930
AGAP005888	0	23177221	23177796
AGAP005889	0	23180993	23181795
AGAP005890	0	23184934	23185692
AGAP005891	0	23191393	23209482
AGAP005892	0	23218990	23223867
AGAP005893	0	23224936	23225955
AGAP005894	0	23226447	23229089
AGAP005895	0	23267845	23273093
AGAP005896	0	23294510	23314550
AGAP005897	0	23352311	23357446
AGAP005898	0	23359155	23430017
AGAP005899	0	23382399	23383765
AGAP005901	0	23470505	23484056
AGAP005902	0	23515012	23516502
AGAP005903	0	23560444	23562894
AGAP005904	0	23575002	23591025
AGAP005905	0	23594081	23596281
AGAP005906	0	23596387	23604932
AGAP005907	0	23598393	23600118
AGAP005908	0	23603518	23604729
AGAP005909	0	23605197	23606218
AGAP005910	0	23607390	23611197
AGAP005911	0	23616956	23617978
AGAP005912	0	23631515	23632537
AGAP005913	0	23638183	23641865
AGAP005914	0	23642514	23644418
AGAP005915	0	23645145	23647429
AGAP005916	0	23649404	23650789
AGAP005917	0	23651967	23657711
AGAP005918	0	23658303	23669670
AGAP005919	0	23674437	23676179
AGAP005920	0	23682907	23684697
AGAP005921	0	23684980	23685522
AGAP005922	0	23685828	23687806
AGAP005923	0	23688150	23689086
AGAP005924	0	23696611	23701029
AGAP005925	0	23713404	23740323
AGAP005926	0	23798840	23804811
AGAP005927	0	23805264	23805999
AGAP005928	0	23806580	23812162
AGAP005929	0	23813529	23815350
AGAP005930	0	23829159	23830553
AGAP005931	0	23847287	23849640
AGAP005932	0	23850433	23851155
AGAP005933	0	23851561	23853600
AGAP005934	0	23854033	23856125
AGAP005935	0	23856303	23857114
AGAP005936	0	23858167	23859407
AGAP005937	0	23860682	23864233
AGAP005938	0	23865040	23866758
AGAP005939	0	23867138	23870758
AGAP005940	0	23872260	23875749
AGAP005941	0	23919653	23921305
AGAP005942	0	23921537	23923811
AGAP005943	0	23925404	23947603
AGAP005944	0	23951581	23954055
AGAP005945	0	23955455	23974488
AGAP005946	0	23978412	23980650
AGAP005947	0	23981824	23982695
AGAP005948	0	23985166	23988714
AGAP005949	0	23989002	23994886
AGAP005951	0	24013168	24016044
AGAP005952	0	24024064	24034800
AGAP005953	0	24035225	24041129
AGAP005954	0	24042548	24043765
AGAP005955	0	24044466	24045871
AGAP005956	0	24045920	24048142
AGAP005957	0	24048930	24049644
AGAP005958	0	24049974	24051337
AGAP005959	0	24053356	24054705
AGAP005960	0	24055160	24056225
AGAP005961	0	24056967	24074106
AGAP005962	0	24078244	24090852
AGAP005963	0	24098156	24105375
AGAP005964	0	24119494	24224250
AGAP005965	0	24268337	24285755
AGAP005966	0	24301126	24301737
AGAP005967	0	24302687	24303296
AGAP005968	0	24304662	24305239
AGAP005969	0	24305987	24306501
AGAP005970	0	24313590	24319002
AGAP005971	0	24320898	24330936
AGAP005972	0	24334289	24337669
AGAP005973	0	24337687	24341502
AGAP005975	0	24348685	24349738
AGAP005976	0	24386917	24403506
AGAP005977	0	24411062	24419825
AGAP005978	0	24431266	24443506
AGAP005979	0	24444902	24445886
AGAP005980	0	24446247	24447868
AGAP005981	0	24449748	24450950
AGAP005982	0	24480021	24484098
AGAP005983	0	24488231	24497683
AGAP005984	0	24519857	24525656
AGAP005985	0	24526670	24528431
AGAP005986	0	24529791	24531860
AGAP005987	0	24546616	24556249
AGAP005988	0	24559680	24561917
AGAP005989	0	24564083	24565933
AGAP005990	0	24566607	24567981
AGAP005991	0	24568199	24570220
AGAP005992	0	24570245	24572409
AGAP005993	0	24577687	24579472
AGAP005994	0	24580830	24581781
AGAP005995	0	24600858	24606154
AGAP005996	0	24610050	24611529
AGAP005997	0	24615846	24616260
AGAP005998	0	24621232	24621964
AGAP005999	0	24624141	24624663
AGAP006000	0	24625390	24625704
AGAP006001	0	24626033	24626971
AGAP006002	0	24631000	24631454
AGAP006003	0	24631888	24632684
AGAP006004	0	24633634	24634151
AGAP006005	0	24634712	24635272
AGAP006006	0	24635609	24636143
AGAP006007	0	24636593	24637032
AGAP006008	0	24638172	24638599
AGAP006009	0	24639829	24641461
AGAP006010	0	24644599	24645574
AGAP006011	0	24648379	24648829
AGAP006012	0	24654152	24654694
AGAP006013	0	24658517	24659081
AGAP006014	0	24665045	24666509
AGAP006015	0	24671856	24674367
AGAP006016	0	24676009	24679680
AGAP006017	0	24690401	24703431
AGAP006018	0	24713099	24845318
AGAP006019	0	24773211	24775285
AGAP006020	0	24907402	24911813
AGAP006021	0	24919228	24925255
AGAP006022	0	24929754	24956700
AGAP006023	0	24995243	25017164
AGAP006024	0	25035833	25037539
AGAP006025	0	25161003	25166641
AGAP006026	0	25174728	25195703
AGAP006027	0	25272296	25314781
AGAP006028	0	25363652	25434556
AGAP006029	0	25447418	25448405
AGAP006030	0	25450808	25461067
AGAP006031	0	25462491	25466768
AGAP006032	0	25462778	25463951
AGAP006033	0	25466906	25468254
AGAP006034	0	25469312	25473092
AGAP006035	0	25514443	25516430
AGAP006036	0	25516573	25518865
AGAP006037	0	25521114	25523716
AGAP006038	0	25524455	25544365
AGAP006039	0	25526369	25528702
AGAP006040	0	25546090	25548795
AGAP006041	0	25554043	25554891
AGAP006042	0	25557922	25567942
AGAP006043	0	25568752	25573092
AGAP006044	0	25573237	25576590
AGAP006045	0	25588281	25619543
AGAP006046	0	25627062	25632169
AGAP006047	0	25632214	25633880
AGAP006048	0	25634411	25636099
AGAP006049	0	25636420	25638630
AGAP006050	0	25640105	25642170
AGAP006051	0	25642608	25644768
AGAP006052	0	25646621	25660433
AGAP006053	0	25660981	25662299
AGAP006054	0	25664197	25666124
AGAP006055	0	25666334	25671923
AGAP006056	0	25672651	25673946
AGAP006057	0	25674004	25674468
AGAP006058	0	25676498	25719836
AGAP006059	0	25801800	25856226
AGAP006060	0	25928498	25928942
AGAP006061	0	25930982	25935080
AGAP006062	0	25935512	25940149
AGAP006063	0	25950088	25975600
AGAP006064	0	25976910	25977149
AGAP006065	0	25977898	25979619
AGAP006066	0	25980384	25983852
AGAP006067	0	25983910	25985391
AGAP006068	0	25987093	25997823
AGAP006069	0	26002375	26016906
AGAP006070	0	26053755	26055333
AGAP006071	0	26055839	26056556
AGAP006072	0	26056657	26062439
AGAP006073	0	26097305	26100112
AGAP006074	0	26101764	26135649
AGAP006076	0	26104148	26104931
AGAP006075	0	26103215	26103894
AGAP006079	0	26131618	26132453
AGAP006080	0	26133006	26133968
AGAP006081	0	26134275	26135119
AGAP006082	0	26136547	26145914
AGAP006083	0	26149370	26156793
AGAP006084	0	26265313	26267021
AGAP006085	0	26269609	26270891
AGAP006086	0	26273644	26275123
AGAP006087	0	26288620	26289713
AGAP006088	0	26350127	26354319
AGAP006089	0	26493417	26538419
AGAP006090	0	26547244	26548937
AGAP006091	0	26551922	26583144
AGAP006092	0	26586883	26589045
AGAP006093	0	26589118	26590005
AGAP006094	0	26605566	26610180
AGAP006095	0	26615393	26616178
AGAP006096	0	26620119	26624763
AGAP006097	0	26628502	26638347
AGAP006098	0	26644176	26645592
AGAP006099	0	26647518	26649854
AGAP006100	0	26649891	26651150
AGAP006101	0	26651541	26682287
AGAP006102	0	26685850	26686605
AGAP006103	0	26687471	26689494
AGAP006104	0	26691506	26693074
AGAP006105	0	26693129	26693801
AGAP006106	0	26694459	26699429
AGAP006107	0	26700133	26762606
AGAP006108	0	26766652	26768878
AGAP006109	0	26774173	26775169
AGAP006111	0	26793211	26798156
AGAP006112	0	26822069	26822452
AGAP006113	0	26836847	26840030
AGAP006115	0	26874708	26886744
AGAP006116	0	26889803	26894850
AGAP006117	0	26902840	26904679
AGAP006118	0	26905034	26907474
AGAP006119	0	26958069	26959835
AGAP006120	0	26960296	26995338
AGAP006121	0	26996644	27006017
AGAP006122	0	27007062	27008470
AGAP006123	0	27009567	27010019
AGAP006124	0	27010222	27012103
AGAP006125	0	27012258	27013315
AGAP006126	0	27014424	27019793
AGAP006127	0	27017540	27018505
AGAP006128	0	27020422	27026587
AGAP006129	0	27029025	27030481
AGAP006130	0	27031605	27033454
AGAP006131	0	27041325	27047576
AGAP006132	0	27044769	27045702
AGAP006133	0	27049076	27068621
AGAP006134	0	27071569	27072371
AGAP006135	0	27073078	27073645
AGAP006136	0	27075872	27077455
AGAP006137	0	27078827	27080853
AGAP006138	0	27082549	27085028
AGAP006139	0	27085235	27089405
AGAP006140	0	27091223	27091722
AGAP006141	0	27094572	27101952
AGAP006142	0	27133327	27135010
AGAP006143	0	27137739	27145481
AGAP006144	0	27146973	27148130
AGAP006145	0	27150621	27151411
AGAP006146	0	27153744	27154568
AGAP006147	0	27155303	27156639
AGAP006148	0	27158330	27159179
AGAP006149	0	27173062	27174209
AGAP006150	0	27186720	27187134
AGAP006151	0	27207516	27211272
AGAP006152	0	27275618	27277024
AGAP006153	0	27285845	27286147
AGAP006154	0	27296520	27297018
AGAP006155	0	27302377	27304671
AGAP006156	0	27308590	27323533
AGAP006157	0	27365176	27365859
AGAP006158	0	27421559	27429706
AGAP006159	0	27431709	27435612
AGAP006160	0	27436714	27438182
AGAP006161	0	27438471	27439481
AGAP006162	0	27439474	27440764
AGAP006163	0	27441040	27442059
AGAP006164	0	27442070	27443469
AGAP006165	0	27445437	27467998
AGAP006166	0	27471675	27474889
AGAP006167	0	27479714	27481679
AGAP006168	0	27549450	27572516
AGAP006169	0	27601839	27614359
AGAP006170	0	27641188	27641996
AGAP006171	0	27647494	27650439
AGAP006172	0	27651932	27652491
AGAP006173	0	27653123	27654416
AGAP006174	0	27654750	27655537
AGAP006175	0	27655590	27656705
AGAP006176	0	27658681	27741819
AGAP006177	0	27762337	27763185
AGAP006178	0	27787820	27792177
AGAP006179	0	27798852	27808355
AGAP006180	0	27812485	27815220
AGAP006181	0	27817370	27818383
AGAP006182	0	27818981	27820630
AGAP006183	0	27826177	27833511
AGAP006184	0	27863960	27871810
AGAP006185	0	27872652	27876324
AGAP006186	0	27894349	27928675
AGAP006187	0	27931493	27932433
AGAP006188	0	27935499	28136823
AGAP006190	0	28168681	28169956
AGAP006191	0	28195405	28196645
AGAP006192	0	28210040	28211706
AGAP006193	0	28212028	28212829
AGAP006194	0	28213429	28214272
AGAP006195	0	28215110	28215991
AGAP006196	0	28216227	28217474
AGAP006197	0	28218544	28219386
AGAP006198	0	28220346	28221163
AGAP006199	0	28222220	28222916
AGAP006200	0	28224499	28225391
AGAP006201	0	28226038	28226846
AGAP006202	0	28228128	28228839
AGAP006203	0	28229846	28231437
AGAP006204	0	28232378	28233172
AGAP006205	0	28233793	28238829
AGAP006206	0	28239196	28243323
AGAP006207	0	28254825	28256356
AGAP006208	0	28256766	28258289
AGAP006209	0	28258831	28260544
AGAP006210	0	28265164	28266108
AGAP006211	0	28324182	28325583
AGAP006212	0	28332449	28360060
AGAP006213	0	28338172	28350797
AGAP006214	0	28459338	28460276
AGAP006215	0	28464790	28466912
AGAP006216	0	28468559	28472431
AGAP006217	0	28475349	28476095
AGAP006218	0	28476341	28490868
AGAP006219	0	28504771	28507510
AGAP006220	0	28512602	28517680
AGAP006221	0	28519457	28523860
AGAP006222	0	28524284	28526141
AGAP006223	0	28526654	28528179
AGAP006224	0	28528882	28533013
AGAP006225	0	28534732	28539416
AGAP006226	0	28540651	28545294
